awww	-0.2517438173747622
bummer	-0.837471783295711
shoulda	-0.5841584158415841
got	-0.13026052104208416
david	0.1975806451612903
carr	0.2
third	-0.05415162454873646
day	0.10231567374424518
upset	-0.8564356435643564
update	0.023381294964028777
facebook	0.11487481590574374
texting	0.028037383177570093
might	0.030920590302178495
cry	-0.7565597667638484
result	-0.024154589371980676
school	-0.2659512761020882
today	-0.12405873493975904
also	0.0848078096400244
blah	-0.5924528301886792
many	-0.07090103397341212
times	-0.04729441840647635
ball	-0.078125
managed	-0.07453416149068323
save	-0.09428950863213811
rest	0.030120481927710843
go	-0.25749630227242165
whole	-0.14164004259850904
body	-0.3202933985330073
feels	-0.33579790511398644
itchy	-0.7945205479452054
like	-0.046879565852640366
fire	-0.031578947368421054
behaving	0.047619047619047616
mad	-0.4604904632152589
see	0.11125541125541126
crew	0.1782178217821782
need	-0.22698268003646307
hug	-0.18681318681318682
hey	0.4651246837730394
long	-0.08402752625860195
time	0.030971479500891266
yes	0.3686905632772495
rains	-0.36645962732919257
bit	-0.016488284639861153
lol	0.20141584836720713
fine	0.32312180889861414
thanks	0.6874944449382278
nope	-0.16753926701570682
que	0.05555555555555555
spring	-0.046875
break	-0.2078332280480101
plain	0.007407407407407408
city	0.07639484978540773
snowing	-0.6774193548387096
pierced	0.0
ears	-0.15087719298245614
bear	-0.05714285714285714
watch	0.0016736401673640166
thought	-0.06017023774581744
loss	-0.6151761517615176
embarrassing	-0.1746031746031746
counts	0.4520547945205479
idk	-0.466484268125855
either	-0.2719242902208202
never	-0.24543462381300218
talk	-0.03503184713375796
anymore	-0.6632231404958677
would	-0.004589371980676328
first	0.17733306914999009
gun	0.0
really	-0.23784320211710222
though	-0.23463906720817504
zac	0.5272727272727272
wish	-0.5775014801657785
miss	-0.6833969082513551
premiere	-0.1320754716981132
death	-0.45714285714285713
scene	0.14027149321266968
hurt	-0.7096774193548387
severely	-0.84
film	0.2102874432677761
cut	-0.32516493873704055
file	-0.3373493975903614
taxes	-0.34782608695652173
ahh	-0.04233870967741935
ive	-0.309024612579763
always	0.09717733247145012
wanted	-0.4013997529847674
rent	-0.10843373493975904
love	0.45562385420036666
soundtrack	0.42105263157894735
oh	-0.11816373881339079
dear	-0.013357079252003561
drinking	0.06777893639207508
forgotten	-0.25139664804469275
table	0.04
